Name,RF_AP2DC,SVM_AP2DC,XGB_AP2DC,RF_AD2D,SVM_AD2D,XGB_AD2D,RF_EState,SVM_EState,XGB_EState,RF_CDKExt,SVM_CDKExt,XGB_CDKExt,RF_CDK,SVM_CDK,XGB_CDK,RF_CDKGraph,SVM_CDKGraph,XGB_CDKGraph,RF_KRFPC,SVM_KRFPC,XGB_KRFPC,RF_KRFP,SVM_KRFP,XGB_KRFP,RF_MACCS,SVM_MACCS,XGB_MACCS,RF_PubChem,SVM_PubChem,XGB_PubChem,RF_SubFPC,SVM_SubFPC,XGB_SubFPC,RF_SubFP,SVM_SubFP,XGB_SubFP,RF_Combined,SVM_Combined,XGB_Combined
Methionine,0.5365244298273499,0.5698223636902215,0.17607629299163818,0.5500163017193832,0.6472117924410825,0.030973920598626137,0.5446430648203046,0.5983234822090753,0.7378119826316833,0.6057217557170539,0.5700789364357891,0.7962633967399597,0.528161580858586,0.5979780589125216,0.7835499048233032,0.5351034501411178,0.4293378224506702,0.22016386687755585,0.6195815561048987,0.6365372499692321,0.48306921124458313,0.5898398508316067,0.6457888552403146,0.9193283319473267,0.5607659962525112,0.5800300322357855,0.39925530552864075,0.5497615640852288,0.5676689441862423,0.9207804203033447,0.538204003300347,0.5349959748561739,0.8284618854522705,0.575907654257501,0.581917566873695,0.9035626649856567,0.5538059413655086,0.5983060511620737,0.8453914523124695
MSG,0.6141273402710236,0.6444673346349338,0.525321364402771,0.5338412500958857,0.7006869940125959,0.18187960982322693,0.5803786643439558,0.5947961995660707,0.09249899536371231,0.5816634411856156,0.5448604535578432,0.48296603560447693,0.5236050347309645,0.6164973956283872,0.060308922082185745,0.5688501173321098,0.594264137831076,0.2489319145679474,0.6293689279573526,0.6264698194461834,0.38577884435653687,0.595980826483593,0.64705448540404,0.556172251701355,0.5933206640797775,0.5656399542503713,0.021465711295604706,0.5438647154419435,0.48956839364612187,0.4407545328140259,0.5140033136283981,0.5977356946864733,0.9767922759056091,0.6221557645166915,0.6408144653327253,0.9035626649856567,0.4881276416472198,0.6002939582564032,0.8654000163078308
Orotic acid,0.6252944262982482,0.6441373631578239,0.8164030909538269,0.6485206052446904,0.5951693604439948,0.9081598520278931,0.6337466781081403,0.60720386841948,0.5890209674835205,0.5404892495377291,0.6006363277691444,0.8384460806846619,0.5191967026715394,0.6123512367029914,0.7921485900878906,0.5748683574859413,0.5898365987415877,0.2884114384651184,0.5908540831680897,0.6518920860504728,0.6103174090385437,0.5579602000116327,0.6038410797091861,0.1788260042667389,0.563906503227621,0.6417976527953351,0.42974817752838135,0.47079604292622607,0.5515818262901893,0.6969195008277893,0.5658094738254618,0.5061168670296597,0.714758038520813,0.5963123129877484,0.6311722366995195,0.5326307415962219,0.5859593337490893,0.572697531343061,0.37267032265663147
PFOS,0.5559505710986076,0.6156027703262256,0.24227093160152435,0.5705738089760343,0.6016202348904115,0.47888392210006714,0.4956022821024025,0.5539073854459091,0.37597593665122986,0.490916888954807,0.5543462772440717,0.684662401676178,0.4734401687475524,0.5879217456147465,0.6821566820144653,0.5973599775071784,0.5920857908058604,0.40077948570251465,0.616659378937172,0.5506201409284434,0.8039653897285461,0.5641300996394004,0.5729121966464545,0.00945360865443945,0.4926737510465559,0.60228342642407,0.48673883080482483,0.5172080227987998,0.719554862520919,0.0963449701666832,0.4659514950504595,0.5208199655947127,0.38641950488090515,0.5217476060694873,0.5432702350737096,0.7093356847763062,0.5448233869661236,0.600449410697458,0.747865617275238
Sucrose,0.6419039975238815,0.6455262400871843,0.8256027698516846,0.7596716907762443,0.7178231239764608,0.9896092414855957,0.5484286184383762,0.5,0.22768980264663696,0.5319252105686487,0.5898795111280479,0.458311527967453,0.5222317976068837,0.6713601443009141,0.32887202501296997,0.6317683521091445,0.6101824330593153,0.6580731272697449,0.5330862836740614,0.601517691181505,0.7414968609809875,0.5187036815840635,0.5656040165639591,0.08020440489053726,0.5383524435292073,0.6144469251671641,0.5248690247535706,0.5695628979769715,0.588550415134081,0.5986621379852295,0.4914327514102108,0.596926555695281,0.3010883033275604,0.5192302794470646,0.329920217846763,0.04635626822710037,0.5642514497173586,0.6167708194701282,0.2666722536087036
Glucose,0.5460448461819162,0.5391834615206166,0.14737719297409058,0.646313202781839,0.5782285471074373,0.5701816082000732,0.5233851052262138,0.5693666420877157,0.6760330200195312,0.4830543355145568,0.5120565600042546,0.08005857467651367,0.450910196304286,0.5540008927669825,0.19932308793067932,0.6216237589835234,0.4187323783226247,0.06795523315668106,0.5856858909952186,0.6469454664455271,0.3092815577983856,0.5323346136611906,0.42857930364237506,0.1161755621433258,0.5343418569464351,0.5789941580001614,0.25426024198532104,0.5632991340369891,0.4429828641117268,0.0537051185965538,0.4852933259636592,0.5968332354593526,0.3010883033275604,0.4709530134873459,0.7381672039994384,0.06677453219890594,0.447923702930989,0.6136453268371203,0.054987259209156036
Fructose,0.5460448461819162,0.5391834615206166,0.12185558676719666,0.6925691967859707,0.47950079468978135,0.6938114762306213,0.5484286184383762,0.4742816186182077,0.22768980264663696,0.5143054241292905,0.493830438640917,0.08005857467651367,0.44874783441484517,0.6528931657004606,0.19932308793067932,0.6287348700946346,0.5806888494668424,0.17877766489982605,0.5825258637109794,0.6395853697192639,0.6371448040008545,0.5704767168765021,0.47886988210005244,0.08020440489053726,0.5742561388830945,0.5174296494629215,0.08843465894460678,0.5365387499431784,0.6599969401772908,0.5363553762435913,0.4660100679243996,0.5301824426231582,0.29053995013237,0.46923697475889947,0.26711846312125154,0.07248438149690628,0.49813449011183636,0.676642562734068,0.07142533361911774
Microcystin-LR,0.715535622961795,0.6433770393499273,0.3800034523010254,0.7145807996511253,0.579776152470704,0.8236308097839355,0.5688903764278078,0.6023535340684655,0.2292543649673462,0.6476213813343441,0.6113578265958955,0.6402918100357056,0.6867077074230882,0.6155241679865016,0.9846471548080444,0.6236376638634844,0.635524945209091,0.9711523652076721,0.6432684932794808,0.6298931625546167,0.9424439668655396,0.662196331384229,0.6622835214100553,0.9918529391288757,0.6135453697389672,0.630206712091666,0.7704586982727051,0.659452659203468,0.5432361140702067,0.887225329875946,0.737675223436692,0.6414414278055204,0.9911563396453857,0.7151561226259132,0.7060941341108165,0.9358780384063721,0.6024336823962139,0.7910424617635825,0.9850112795829773
Doxorubicin,0.6355776178153305,0.5391221073067218,0.9520468711853027,0.5601733859549888,0.6286075857393548,0.7528855204582214,0.6157799339861368,0.5742554988502434,0.891399085521698,0.6446345933561156,0.6364141844986712,0.9704302549362183,0.5625158738173823,0.5942568473116366,0.7021805047988892,0.5921492739885623,0.645560128877021,0.6479331851005554,0.652891508355537,0.6137324846844583,0.8923665881156921,0.5637135896016645,0.5987447139891272,0.6286941170692444,0.5922663173280222,0.6033065259311895,0.3038475811481476,0.6247819018319305,0.5879829977066147,0.4059721827507019,0.6226102424764643,0.4493015664143843,0.7515718936920166,0.7588068305821826,0.5524368325372941,0.971527636051178,0.591898417327901,0.7858519174692121,0.9211868047714233
T0901317,0.6251863610198779,0.25721802587970755,0.8441101312637329,0.5541909421270327,0.6032389054540929,0.5305460095405579,0.41407347995162547,0.5703912386552091,0.20534895360469818,0.5899624558503305,0.6159885115927326,0.07496898621320724,0.600218007675158,0.6094035850806453,0.3782840073108673,0.507762935712976,0.565220933870422,0.12406434863805771,0.5828188877175222,0.5852670116878522,0.7551228404045105,0.5757266874377194,0.5734080443007078,0.019296446815133095,0.4145327283608665,0.5140706603459892,0.16915263235569,0.5064200759523737,0.5350016370151724,0.11994769424200058,0.5166395693774979,0.48970679860907557,0.08462822437286377,0.47860381043881867,0.6090041629803861,0.8557977080345154,0.5558414513592439,0.6015534796669336,0.08506359905004501
Diosgenin,0.6405776178153306,0.6415897741069477,0.8093780875205994,0.6611996585318103,0.5636926041976893,0.8178473711013794,0.6222072472148857,0.6662110553196928,0.9389335513114929,0.6200337851963588,0.591467904488371,0.932438850402832,0.5534101977892466,0.5281767509725328,0.5401561856269836,0.6403074402980157,0.611045723964208,0.8135445713996887,0.4401817920654581,0.6522336000230747,0.37633493542671204,0.585859920739017,0.6225891950592606,0.9964476823806763,0.6207238140364146,0.5995467977112163,0.0735677108168602,0.5690473902517732,0.6280149760688533,0.5398393869400024,0.685645430737179,0.6098612789773834,0.80412757396698,0.4940444958913022,0.54142410048109,0.6578541398048401,0.6277164196159003,0.8247727867963532,0.7143121957778931
Pirfenidone,0.5948829580485703,0.6455561213880766,0.6093360185623169,0.6196261540447011,0.5152856336123784,0.3093780279159546,0.7201594084416457,0.6192521402883134,0.8791176080703735,0.5824696085042462,0.5755112625974083,0.28013357520103455,0.5967477646096091,0.6121223019739713,0.9007353782653809,0.6416211063747613,0.6307816915634802,0.9467986822128296,0.5860311242064519,0.6254689064107208,0.5920358300209045,0.5778694607517766,0.5658165899896083,0.29044291377067566,0.5540184870401474,0.4607355043339221,0.03975639492273331,0.5496227227443033,0.6301860414987814,0.17233647406101227,0.6357414531696026,0.6101842941630312,0.8961822986602783,0.651294732757356,0.6121353690502973,0.629058837890625,0.5891449669073344,0.6038973590639068,0.044734757393598557
Ursodexycholic acid,0.6443376736376202,0.6421261213548936,0.21019183099269867,0.6757084479594191,0.5636926041976893,0.8909993171691895,0.6325451562644149,0.5297489420972781,0.45026615262031555,0.4439216117691815,0.4842719707274139,0.5103432536125183,0.4719632597850055,0.5209534119137983,0.4279675781726837,0.6522848017791405,0.7435575926727835,0.6058443188667297,0.5326879965987648,0.4345022858360615,0.49209514260292053,0.5319172824406007,0.6324281395876324,0.5539023280143738,0.6144989967905997,0.7417514422629633,0.26657330989837646,0.6693449112534338,0.4111287243965569,0.9405899047851562,0.6088536712230418,0.6098266932100895,0.6593332290649414,0.6154869109539126,0.6845015834103592,0.7087552547454834,0.5433729976743927,0.4243428543232747,0.8324875235557556
Alanyl-glutamine,0.5929455220892055,0.5703863674594252,0.08581048995256424,0.49095411051710214,0.6535330855371416,0.08827854692935944,0.5382080382250812,0.5851433567631078,0.2781495749950409,0.53337699250616,0.5630371850038661,0.380649596452713,0.5145003493672566,0.5608412746879406,0.016210520640015602,0.5720675595804816,0.5571527318707653,0.7927688956260681,0.580958484819175,0.6318791158459403,0.6177725195884705,0.47916383476347624,0.5722904925961633,0.20890173316001892,0.4463087455271981,0.6066853102702728,0.004769972525537014,0.5682691289870546,0.4925189116471402,0.011480117216706276,0.48228325519492515,0.5976738128173538,0.6985509991645813,0.549678940526677,0.6137990329996919,0.630509614944458,0.5352569712154724,0.4753376335846012,0.16075728833675385
TMAO,0.42890155796947094,0.6119417378063816,0.6360955238342285,0.49316729650585633,0.6698835577771722,0.3097572326660156,0.41933397212261153,0.5089720688696779,0.12061763554811478,0.5381598007084779,0.509130736696298,0.6662968397140503,0.4690832862726789,0.6301989479610842,0.3254886865615845,0.6192700528386097,0.6500629100607203,0.6754022836685181,0.6240443158128253,0.6098154013442989,0.47895547747612,0.5626896469643287,0.5,0.0801401287317276,0.5606252414166025,0.4266722437407567,0.07151197642087936,0.4996899317179683,0.5915597831295749,0.9896183609962463,0.48676389272215803,0.5460224315434563,0.21120503544807434,0.49298670816937423,0.7725042318193391,0.270596444606781,0.4919680833171867,0.576058104513908,0.08917111158370972
