k,BACC Mean,BACC Std,MCC Mean,MCC Std,AUROC Mean,AUROC Std,AUPRC Mean,AUPRC Std,Removed Compounds Mean,Removed Compounds Std
3,0.9,0.1224744871391589,0.8574000000000002,0.17479999999999998,0.9,0.1224744871391589,0.9314,0.08592927324259177,8.8,0.9797958971132713
4,0.9334,0.06243268374817793,0.8826,0.1022342408393587,0.9333333333333333,0.062360956446232345,0.9401999999999999,0.056044268217187033,4.8,2.4000000000000004
5,0.9267999999999998,0.0734667271627095,0.8705999999999999,0.12355662669399807,0.9266666666666667,0.07348469228349531,0.9166000000000001,0.09188166302369587,4.0,2.0976176963403033
6,0.9309999999999998,0.07338664728681912,0.8806,0.11702922711869884,0.9308333333333334,0.0733901295210133,0.9259999999999999,0.08271396496360212,1.8,0.9797958971132712
7,0.9278000000000001,0.06486108232214446,0.8699999999999999,0.11541403727450142,0.9277777777777778,0.06478835438717,0.9278000000000001,0.06826536457091548,0.8,0.7483314773547883
8,0.9278000000000001,0.06486108232214446,0.8699999999999999,0.11541403727450142,0.9277777777777778,0.06478835438717,0.9278000000000001,0.06826536457091548,0.6,0.48989794855663565
9,0.9278000000000001,0.06486108232214446,0.8737999999999999,0.11148165768412309,0.9277777777777778,0.06478835438717,0.9258,0.06858104694447295,0.4,0.48989794855663565
10,0.9278000000000001,0.06486108232214446,0.8737999999999999,0.11148165768412309,0.9277777777777778,0.06478835438717,0.9258,0.06858104694447295,0.0,0.0
